"id","projectName","startCommit","endCommit","transformType","transformTypeId","transformSum","RelatedMethodsNum","RelatedMethodSet","RelatedCasesNum"
"57","spring-data-jpa/spring-data-jpa","c9afb92343751918b8968ce39f43bad03fefc564","93cdaec7c266b4cb4afb297ae8c54a0482cdf668","LOCAL_VAR_RENAMING","0","1","3","[JpaKeysetScrollQueryCreator JpaKeysetScrollQueryCreator (PartTree, ReturnedType, CriteriaBuilder, ParameterMetadataProvider, JpaEntityInformation<?,?>, KeysetScrollPosition), JpaKeysetScrollQueryCreator complete (Predicate, Sort, CriteriaQuery<?>, CriteriaBuilder, Root<?>), JpaKeysetScrollQueryCreator getRequiredSelection (Sort, ReturnedType)]","36"
"62","spring-data-jpa/spring-data-jpa","93cdaec7c266b4cb4afb297ae8c54a0482cdf668","acac0c744ae1ea41d044ade78497ef406b40b1b9","STATEMENTS_ORDER_REARRANGEMENT","10","1","1","[JpaKeysetScrollQueryCreator JpaKeysetScrollQueryCreator (PartTree, ReturnedType, CriteriaBuilder, ParameterMetadataProvider, JpaEntityInformation<?,?>, KeysetScrollPosition)]","12"
"63","spring-data-jpa/spring-data-jpa","acac0c744ae1ea41d044ade78497ef406b40b1b9","94bd9d901afb8bc0238cc89deb234ebcecb5fb3a","LOCAL_VAR_RENAMING","0","1","3","[JpaKeysetScrollQueryCreator JpaKeysetScrollQueryCreator (PartTree, ReturnedType, CriteriaBuilder, ParameterMetadataProvider, JpaEntityInformation<?,?>, KeysetScrollPosition), JpaKeysetScrollQueryCreator complete (Predicate, Sort, CriteriaQuery<?>, CriteriaBuilder, Root<?>), JpaKeysetScrollQueryCreator getRequiredSelection (Sort, ReturnedType)]","36"
"0","helios/helios-client","819e59493b502ddbf40cd96a4a7a0ea2a8af3edb","6bf7e15b900e71e5c0f0001185f2dc174abaedc6","WHILE_TO_FOR","2","1","137","[Builder os (String), DefaultHttpConnector setExtraHttpsHandler (HttpsHandler), HealthCheck newHttpHealthCheck (), Builder equals (Object), HealthCheck newExecHealthCheck (), HealthCheck toString (), PortMapping of (int, String), Deployment newBuilder (), Builder setDeployerMaster (String), Parameters Parameters (), Descriptor parse (byte[], Class<T>), ExecHealthCheck equals (Object), PomVersion isSnapshot (), ExecHealthCheck of (String), PortMapping of (int, Integer), Deployment toBuilder (), Descriptor toJsonString (), Builder getCommand (), PortMapping getIp (), PomVersion equals (Object), Builder toString (), PomVersion hashCode (), Deployment getDeployerMaster (), PomVersion getMajor (), ExecHealthCheck newBuilder (), DefaultHttpConnector handleHttps (HttpURLConnection, String, HostnameVerifierProvider, HttpsHandler), PomVersion getPatch (), Builder externalPort (Integer), Endpoints Endpoints (), PortMapping getProtocol (), DeploymentGroup DeploymentGroup (String, List<HostSelector>, JobId, RolloutOptions, RollingUpdateReason), Deployment toString (), ExecHealthCheck hashCode (), ExecHealthCheck ExecHealthCheck (List<String>), ExecHealthCheck toString (), Builder build (), PortMapping PortMapping (String, int, Integer, String), Builder Builder (), DefaultHttpConnector DefaultHttpConnector (EndpointIterator, int, boolean), DefaultEndpoint getIp (), Endpoints of (List<URI>, DnsResolver), Deployment equals (Object), DefaultHttpConnector connect (URI, String, byte[], Map<String,List<String>>), HealthCheck newTcpHealthCheck (), Endpoints of (Supplier<List<URI>>), Parameters getRolloutOptions (), DeploymentGroup toString (), Endpoints get (), Builder arch (String), Builder internalPort (int), Parameters getName (), Deployment getDeploymentGroupName (), DockerVersion getKernelVersion (), PortMapping getExternalPort (), Builder setGoal (Goal), Builder setJobId (JobId), HttpConnector connect (URI, String, byte[], Map<String,List<String>>), Descriptor toJsonBytes (), PomVersion parse (String), DeploymentGroup getRolloutOptions (), DeploymentGroup getHostSelectors (), Builder apiVersion (String), Parameters setRolloutOptions (RolloutOptions), DefaultEndpoint toString (), Deployment Deployment (JobId, Goal, String, String, String), Builder goVersion (String), DockerVersion getApiVersion (), DockerVersion hashCode (), ExecHealthCheck getCommand (), Parameters setName (String), DockerVersion DockerVersion (String, String, String, String, String, String, String), DockerVersion equals (Object), PomVersion toString (), DockerVersion getVersion (), PortMapping hasExternalPort (), Parameters setRollingUpdateReason (RollingUpdateReason), DockerVersion DockerVersion (Builder), ExecHealthCheck ExecHealthCheck (ExecHealthCheck.Builder), Parameters getRollingUpdateReason (), DefaultHttpConnector close (), PortMapping PortMapping (int, Integer), Parameters getJobId (), DockerVersion builder (), Deployment hashCode (), PortMapping getInternalPort (), PortMapping of (int, Integer, String), Parameters build (), Deployment of (JobId, Goal, String), ExecHealthCheck of (List<String>), DefaultHttpConnector setRequestMethod (HttpURLConnection, String, boolean), PortMapping PortMapping (int), DefaultEndpoint getUri (), DeploymentGroup getName (), DeploymentGroup toBuilder (), HealthCheck getType (), DeploymentGroup getRollingUpdateReason (), PortMapping builder (), Builder gitCommit (String), DockerVersion getOs (), Endpoints of (List<URI>), PomVersion getMinor (), Builder setCommand (List<String>), Parameters setJobId (JobId), DockerVersion getArch (), Parameters setHostSelectors (List<HostSelector>), PomVersion compareTo (PomVersion), Builder kernelVersion (String), Builder setDeployerUser (String), Deployment getGoal (), Deployment of (JobId, Goal), Descriptor parse (String, Class<T>), DefaultEndpoint hashCode (), DockerVersion getGoVersion (), DockerVersion toString (), DefaultHttpConnector connect0 (URI, String, byte[], Map<String,List<String>>, String), Deployment getDeployerUser (), Endpoints of (Supplier<List<URI>>, DnsResolver), PortMapping withExternalPort (Integer), DockerVersion getGitCommit (), PortMapping of (int), Deployment getJobId (), DeploymentGroup hashCode (), DeploymentGroup getJobId (), PortMapping PortMapping (Builder), Builder version (String), DeploymentGroup newBuilder (), Builder hashCode (), DefaultEndpoint equals (Object), Parameters getHostSelectors (), Builder ip (String), Deployment of (JobId, Goal, String, String, String), HealthCheck HealthCheck (String), Builder protocol (String), PomVersion PomVersion (boolean, int, int, int), DeploymentGroup equals (Object), Builder setDeploymentGroupName (String), DefaultEndpoint DefaultEndpoint (URI, InetAddress)]","1507"
"1","helios/helios-client","6bf7e15b900e71e5c0f0001185f2dc174abaedc6","bafe4d64a26ea0da66b4e43804a69c6d172b9e1e","SWITCH_STRING_EQUAL","15","1","1","[DeploymentGroup equals (Object)]","11"
"2","helios/helios-client","bafe4d64a26ea0da66b4e43804a69c6d172b9e1e","f269de7d767b78de7adc012dddbfd8845c65128e","LOCAL_VAR_RENAMING","0","1","2","[DeploymentGroup equals (Object), DeploymentGroup hashCode ()]","22"
"10","helios/helios-client","f269de7d767b78de7adc012dddbfd8845c65128e","b6c1f99e6f3efad368b05a966b4355dcebfedccb","INFIX_EXPRESSION_DIVIDING","8","1","1","[DeploymentGroup equals (Object)]","11"
"11","helios/helios-client","b6c1f99e6f3efad368b05a966b4355dcebfedccb","d9f41835b544239cfa313d752cd68a76f4a056e8","VAR_DECLARATION_MERGING","12","1","2","[DeploymentGroup equals (Object), DeploymentGroup hashCode ()]","22"
"13","helios/helios-client","d9f41835b544239cfa313d752cd68a76f4a056e8","43b6142bdcb44b755967f5801400de168b4dd71b","INFIX_EXPRESSION_DIVIDING","8","1","1","[DeploymentGroup equals (Object)]","11"
"14","helios/helios-client","43b6142bdcb44b755967f5801400de168b4dd71b","7ed579ec07fa7916bfd42cb136586c16fd1d2c19","SWITCH_STRING_EQUAL","15","1","1","[DeploymentGroup equals (Object)]","11"
"15","helios/helios-client","7ed579ec07fa7916bfd42cb136586c16fd1d2c19","1d9a3f8a2ab7eaed053bd473c97458a64cddc51f","SWITCH_STRING_EQUAL","15","1","1","[DeploymentGroup equals (Object)]","11"
"16","helios/helios-client","1d9a3f8a2ab7eaed053bd473c97458a64cddc51f","356644270127f33fa2b1e99534e46ef9617e6966","STATEMENTS_ORDER_REARRANGEMENT","10","1","3","[DeploymentGroup equals (Object), Parameters Parameters (), DeploymentGroup DeploymentGroup (String, List<HostSelector>, JobId, RolloutOptions, RollingUpdateReason)]","33"
"17","helios/helios-client","356644270127f33fa2b1e99534e46ef9617e6966","f879bf1cffa86971d81690449755b312d47cabca","VAR_DECLARATION_MERGING","12","1","2","[DeploymentGroup equals (Object), DeploymentGroup hashCode ()]","22"
"18","helios/helios-client","f879bf1cffa86971d81690449755b312d47cabca","fc1a983cf433229c47e50ae120cc16f0864d599c","STATEMENTS_ORDER_REARRANGEMENT","10","1","2","[DeploymentGroup equals (Object), DeploymentGroup DeploymentGroup (String, List<HostSelector>, JobId, RolloutOptions, RollingUpdateReason)]","22"
"19","helios/helios-client","fc1a983cf433229c47e50ae120cc16f0864d599c","39d1d71f8d50c21248be7fd9f5eb6d62199a9ee5","STATEMENTS_ORDER_REARRANGEMENT","10","1","1","[DeploymentGroup equals (Object)]","11"
"24","helios/helios-client","39d1d71f8d50c21248be7fd9f5eb6d62199a9ee5","e50d14c902af2034ce6884640f9e529138abbc3e","SWITCH_EQUAL_SIDES","14","1","1","[DeploymentGroup equals (Object)]","11"
"28","helios/helios-client","e50d14c902af2034ce6884640f9e529138abbc3e","70999680bd0c079541ccf4cc3085b6688a315a31","INFIX_EXPRESSION_DIVIDING","8","1","1","[DeploymentGroup equals (Object)]","11"
"29","helios/helios-client","70999680bd0c079541ccf4cc3085b6688a315a31","899480c4827b336f064916e6870e141cfdb6cbea","VAR_DECLARATION_MERGING","12","1","2","[DeploymentGroup equals (Object), DeploymentGroup hashCode ()]","22"
"30","helios/helios-client","899480c4827b336f064916e6870e141cfdb6cbea","2aa85a56eae71b9f3d8fa68b597f02c107627245","LOCAL_VAR_RENAMING","0","1","1","[DeploymentGroup equals (Object)]","11"
"32","helios/helios-client","2aa85a56eae71b9f3d8fa68b597f02c107627245","9c783d562f3bc06d88d09476a928684e4f3f99d0","CONDITIONAL_EXP_TO_SINGLE_IF","5","1","1","[DeploymentGroup hashCode ()]","11"
"33","helios/helios-client","9c783d562f3bc06d88d09476a928684e4f3f99d0","7e42382fcfcec764060f491869adfb128675221e","SWITCH_EQUAL_SIDES","14","1","1","[DeploymentGroup equals (Object)]","11"
"35","helios/helios-client","7e42382fcfcec764060f491869adfb128675221e","c73ab4523d31bc1475bbe48e49061f736fe2c32b","VAR_DECLARATION_MERGING","12","1","1","[DeploymentGroup equals (Object)]","11"
"40","helios/helios-client","c73ab4523d31bc1475bbe48e49061f736fe2c32b","e43f014660a31a93d5cf1443b8d9bfb20ce9381d","VAR_DECLARATION_DIVIDING","13","1","1","[DeploymentGroup hashCode ()]","11"
"41","helios/helios-client","e43f014660a31a93d5cf1443b8d9bfb20ce9381d","b6ad77883fc176295d15120e3b8f8e999575b079","VAR_DECLARATION_MERGING","12","1","1","[DeploymentGroup hashCode ()]","11"
"43","helios/helios-client","b6ad77883fc176295d15120e3b8f8e999575b079","3df7f005be63ec8c2229be92cfb581f0d1e0f519","SINGLE_IF_TO_CONDITIONAL_EXP","4","1","1","[DeploymentGroup hashCode ()]","11"
"44","helios/helios-client","3df7f005be63ec8c2229be92cfb581f0d1e0f519","781b4cd697de72e157dc47f67810fbbfe31bfb45","VAR_DECLARATION_DIVIDING","13","1","2","[DeploymentGroup equals (Object), DeploymentGroup hashCode ()]","22"
"46","helios/helios-client","781b4cd697de72e157dc47f67810fbbfe31bfb45","b4c553caff889cf0794c6e6725cd452db63c9da6","VAR_DECLARATION_MERGING","12","1","2","[DeploymentGroup equals (Object), DeploymentGroup hashCode ()]","22"
"49","helios/helios-client","b4c553caff889cf0794c6e6725cd452db63c9da6","a478e7e579f4492f3c0e06af2074672fc2625393","SWITCH_STRING_EQUAL","15","1","1","[DeploymentGroup equals (Object)]","11"
"50","helios/helios-client","a478e7e579f4492f3c0e06af2074672fc2625393","f7417d3f823d3508208ba7d1fdb3ab68ba1b7bbc","VAR_DECLARATION_DIVIDING","13","1","1","[DeploymentGroup equals (Object)]","11"
"53","helios/helios-client","f7417d3f823d3508208ba7d1fdb3ab68ba1b7bbc","a31b761eefc93d22b3ac74a643b1311ae1c94aee","SINGLE_IF_TO_CONDITIONAL_EXP","4","1","1","[DeploymentGroup hashCode ()]","11"
"56","helios/helios-client","a31b761eefc93d22b3ac74a643b1311ae1c94aee","196807bd47d59324d82a746914ab1a27aa52a27d","STATEMENTS_ORDER_REARRANGEMENT","10","1","1","[DeploymentGroup equals (Object)]","11"
"57","helios/helios-client","196807bd47d59324d82a746914ab1a27aa52a27d","307f443aec6aeb18ec9672a777569c46d358d732","SWITCH_EQUAL_SIDES","14","1","1","[DeploymentGroup equals (Object)]","11"
"60","helios/helios-client","307f443aec6aeb18ec9672a777569c46d358d732","30db6e496b5872e9fb9d6065900440e9a1834be8","INFIX_EXPRESSION_DIVIDING","8","1","1","[DeploymentGroup equals (Object)]","11"
"62","helios/helios-client","30db6e496b5872e9fb9d6065900440e9a1834be8","e5e33e18b2d0d4e1ddf5808ec230e3ef7885b2e7","VAR_DECLARATION_DIVIDING","13","1","2","[DeploymentGroup equals (Object), DeploymentGroup hashCode ()]","22"
"63","helios/helios-client","e5e33e18b2d0d4e1ddf5808ec230e3ef7885b2e7","b43d20eb8981557326ecdd106b80c54a20deeab1","CONDITIONAL_EXP_TO_SINGLE_IF","5","1","1","[DeploymentGroup hashCode ()]","11"
"0","helios/helios-service-registration","b43d20eb8981557326ecdd106b80c54a20deeab1","66624268c3cfb31d512e9b8828f7dc77dd3ef233","IF_DIVIDING","9","1","44","[Builder build (), Endpoint getHost (), EndpointHealthCheck toString (), EndpointHealthCheck hashCode (), EndpointHealthCheck newHttpCheck (String), ServiceRegistrarLoader load (), Builder endpoint (String, String, int), ServiceRegistration equals (Object), FilteringClassLoader FilteringClassLoader (List<Package>, ClassLoader, ClassLoader), Builder endpoint (String, String, int, String, String, List<String>), Endpoint Endpoint (String, String, int, String, String, List<String>, EndpointHealthCheck), ServiceRegistrar close (), ServiceRegistrar unregister (ServiceRegistrationHandle), Endpoint equals (Object), ServiceRegistration getEndpoints (), ServiceRegistration toString (), ServiceRegistrar register (ServiceRegistration), EndpointHealthCheck EndpointHealthCheck (String, String), Builder endpoint (String, String, int, String, String), ServiceRegistrarLoadingException ServiceRegistrarLoadingException (String, ServiceConfigurationError), ServiceRegistrarLoader extensionClassLoader (ClassLoader), Builder endpoint (String, String, int, String, String, List<String>, EndpointHealthCheck), Endpoint getProtocol (), EndpointHealthCheck equals (Object), Endpoint getPort (), Endpoint toString (), Endpoint getDomain (), ServiceRegistrarLoader load (String, ClassLoader), EndpointHealthCheck getPath (), ServiceRegistrarLoader load (Path), Endpoint getHealthCheck (), EndpointHealthCheck getType (), FilteringClassLoader findClass (String), ServiceRegistration ServiceRegistration (List<Endpoint>), EndpointHealthCheck newTcpCheck (), Endpoint hashCode (), NopServiceRegistrarFactory create (String), Endpoint getTags (), ServiceRegistrarLoader load (Path, ClassLoader, ClassLoader), Endpoint getName (), NopServiceRegistrarFactory createForDomain (String), ServiceRegistrarLoader pluginClassLoader (Path, ClassLoader, ClassLoader), ServiceRegistration hashCode (), ServiceRegistration newBuilder ()]","220"
"2","helios/helios-service-registration","66624268c3cfb31d512e9b8828f7dc77dd3ef233","d83690079cb8c11ab7c402b8ff8a1e44cd5a082f","REVERSE_IF_ELSE","3","1","2","[EndpointHealthCheck equals (Object), Endpoint equals (Object)]","10"
"8","helios/helios-service-registration","d83690079cb8c11ab7c402b8ff8a1e44cd5a082f","3cf5a4f60bfa669c239cdbfe18e3db90a9426ab9","VAR_DECLARATION_MERGING","12","1","3","[EndpointHealthCheck equals (Object), Endpoint equals (Object), ServiceRegistration equals (Object)]","15"
"11","helios/helios-service-registration","3cf5a4f60bfa669c239cdbfe18e3db90a9426ab9","88e2836e4cf347fa270e559c4b1bfdb63847d75f","SWITCH_EQUAL_SIDES","14","1","1","[EndpointHealthCheck equals (Object)]","5"
"19","helios/helios-service-registration","88e2836e4cf347fa270e559c4b1bfdb63847d75f","08fa4fa9a2d2c78d156b78dca06aca9ab90376ea","STATEMENTS_ORDER_REARRANGEMENT","10","1","4","[Endpoint Endpoint (String, String, int, String, String, List<String>, EndpointHealthCheck), Endpoint equals (Object), EndpointHealthCheck EndpointHealthCheck (String, String), ServiceRegistration equals (Object)]","20"
"23","helios/helios-service-registration","08fa4fa9a2d2c78d156b78dca06aca9ab90376ea","637a42cdc0338c685772fab88d6fc734ffdcbf88","VAR_DECLARATION_DIVIDING","13","1","3","[EndpointHealthCheck equals (Object), Endpoint equals (Object), ServiceRegistration equals (Object)]","15"
"25","helios/helios-service-registration","637a42cdc0338c685772fab88d6fc734ffdcbf88","ba1bf631def309801aaa4166c49bae8ac352aaf0","LOCAL_VAR_RENAMING","0","1","3","[NopServiceRegistrar register (ServiceRegistration), NopServiceRegistrar unregister (ServiceRegistrationHandle), NopServiceRegistrar close ()]","18"
"27","helios/helios-service-registration","ba1bf631def309801aaa4166c49bae8ac352aaf0","b1ab98ef0dc90d0f3542a3e28d351baebe4cdd64","LOCAL_VAR_RENAMING","0","1","2","[NopServiceRegistrar register (ServiceRegistration), NopServiceRegistrar unregister (ServiceRegistrationHandle)]","12"
"50","helios/helios-service-registration","b1ab98ef0dc90d0f3542a3e28d351baebe4cdd64","38a93d4c2d098780f1d2afc353697e1752306ae4","LOCAL_VAR_RENAMING","0","1","2","[NopServiceRegistrar register (ServiceRegistration), NopServiceRegistrar unregister (ServiceRegistrationHandle)]","12"
"55","helios/helios-service-registration","38a93d4c2d098780f1d2afc353697e1752306ae4","597cfcc2197e5b69fced91811dc1eafcc582433b","LOCAL_VAR_RENAMING","0","1","2","[NopServiceRegistrar register (ServiceRegistration), NopServiceRegistrar unregister (ServiceRegistrationHandle)]","12"
"57","helios/helios-service-registration","597cfcc2197e5b69fced91811dc1eafcc582433b","11c8432dc693791140bc0aac7822c9639e54a465","LOCAL_VAR_RENAMING","0","1","2","[NopServiceRegistrar register (ServiceRegistration), NopServiceRegistrar unregister (ServiceRegistrationHandle)]","12"
"58","helios/helios-service-registration","11c8432dc693791140bc0aac7822c9639e54a465","15d5de67ced7ab8de15e8ff8d74006acf6ca5133","LOCAL_VAR_RENAMING","0","1","2","[NopServiceRegistrar register (ServiceRegistration), NopServiceRegistrar unregister (ServiceRegistrationHandle)]","12"
"0","helios/helios-services","15d5de67ced7ab8de15e8ff8d74006acf6ca5133","2d5998e209ad71abfa34d11bfd89f19a845f0c44","CASE_TO_IF_ELSE","17","1","170","[ZooKeeperMasterModel removeDeploymentGroup (String), ZooKeeperMasterModel rollingUpdateMarkUndeployed (ZooKeeperClient, RollingUpdateOpFactory, DeploymentGroup, String), DefaultReactor signalRunnable (), RollingUndeployPlanner of (DeploymentGroup), ZooKeeperMasterModel getDeployOperations (ZooKeeperClient, String, Deployment, String), ZooKeeperMasterModel updateOnHostChange (DeploymentGroup, DeploymentGroupStatus), TaskConfig ports (), HostInfoReporter exec (String), ZooKeeperMasterModel getDeploymentGroup (ZooKeeperClient, String), ZooKeeperMasterModel getHostLabels (String), Builder namespace (String), NoopMasterMetrics badRequest (String), ZooKeeperMasterModel forceRollingUpdateUndeploy (ZooKeeperClient, RollingUpdateOpFactory, DeploymentGroup, String), ZooKeeperMasterModel stopDeploymentGroup (String), ZooKeeperMasterModel isMigration (Deployment, DeploymentGroup), CommonConfiguration getKafkaBrokers (), NoopMasterMetrics failure (String), PollingDockerClient PollingDockerClient (URI, DockerCertificates), ZooKeeperMasterModel compare (TaskStatusEvent, TaskStatusEvent), MeterRates getOneMinuteRate (), ZooKeeperMasterModel apply (TaskStatusEvent), ZooKeeperMasterModel tryGetEntity (ZooKeeperClient, String, TypeReference<T>, String), TaskConfig portBindings (), ZooKeeperMasterModel getEnvironment (ZooKeeperClient, String), ZooKeeperCallable call (), ZooKeeperMasterModel rollingUpdate (DeploymentGroup, JobId, RolloutOptions), VersionResource version (), ZooKeeperMasterModel deployJobRetry (ZooKeeperClient, String, Deployment, int, String), ZooKeeperMasterModel getLabels (ZooKeeperClient, String), ZooKeeperMasterModel checkForPortConflicts (ZooKeeperClient, String, int, JobId), VersionResource versionCheck (String), ZooKeeperMasterModel getPreviousJobStates (JobId, String, int), ZooKeeperMasterModel listHosts (), Builder toString (), DefaultReactor DefaultReactor (String, Callback, long), Builder ports (Map<String,Integer>), ZooKeeperMasterModel getTaskStatuses (ZooKeeperClient, String), ZooKeeperMasterModel getDeploymentGroupTasks (ZooKeeperClient), ZooKeeperMasterModel rollingUpdateStep (), ZooKeeperMasterModel getAgentInfo (String), PollingDockerClient PollingDockerClient (String), ZooKeeperMasterModel checkHostUp (ZooKeeperClient, String), DefaultReactor signal (), ZooKeeperMasterModel deregisterHost (String), ZooKeeperMasterModel assertJobExists (ZooKeeperClient, JobId), HostInfoReporter HostInfoReporter (OperatingSystemMXBean, NodeUpdaterFactory, String, DockerClient, DockerHost, int, TimeUnit, CountDownLatch), ZooKeeperMasterModel isRolloutTimedOut (ZooKeeperClient, DeploymentGroup), MeterRates MeterRates (Meter), ZooKeeperMasterModel getHostStatus (String), NoopMasterMetrics jobsInJobList (int), ZooKeeperMasterModel getJobCreation (ZooKeeperClient, JobId), CommonConfiguration getPubsubPrefixes (), ZooKeeperMasterModel listJobHosts (ZooKeeperClient, JobId), Builder build (), ZooKeeperMasterModel getJob (JobId), ZooKeeperMasterModel deployJob (String, Deployment, String), ZooKeeperMasterModel undeployJob (String, JobId), RollingUndeployPlanner RollingUndeployPlanner (DeploymentGroup), Builder Builder (), TaskConfig hostConfig (Optional<String>), NoOpContainerDecorator decorateHostConfig (Job, Optional<String>, HostConfig.Builder), PollingDockerClient PollingDockerClient (URI), TaskConfig binds (), TaskConfig containerExposedPorts (), BindVolumeContainerDecorator decorateHostConfig (Job, Optional<String>, HostConfig.Builder), ZooKeeperMasterModel undeployJob (String, JobId, String), ZooKeeperMasterModel rollingUpdateAwaitUndeployed (ZooKeeperClient, RollingUpdateOpFactory, DeploymentGroup, String), Check toString (), Check equals (Object), RollingUndeployPlanner plan (List<String>), ZooKeeperMasterModel updateDeployment (String, Deployment), ZooKeeperMasterModel isHostUp (String), ZooKeeperModelReporter time (String, String, ZooKeeperCallable<T>), ZooKeeperMasterModel getInitRollingUpdateOps (DeploymentGroup, List<String>, List<String>, ZooKeeperClient), CommonConfiguration setKafkaBrokers (List<String>), PollingDockerClient waitContainer (String), ZooKeeperMasterModel getJobStatus (JobId), ZooKeeperMasterModel registerHost (String, String), ZooKeeperMasterModel verifyToken (String, Job), HostInfoReporter dockerVersion (), ZooKeeperMasterModel getJobs (), TaskConfig builder (), Builder containerDecorators (List<ContainerDecorator>), ZooKeeperMasterModel processRollingUpdateTask (ZooKeeperClient, RollingUpdateOpFactory, RolloutTask, DeploymentGroup), PollingDockerClient PollingDockerClient (DefaultDockerClient.Builder), NoopMasterMetrics clientVersion (String), SignalAwaitingService beforeIteration (), TaskConfig registration (), TaskConfig containerEnvStrings (), ZooKeeperMasterModel listHosts (String), ZooKeeperMasterModel rolloutOptionsWithFallback (RolloutOptions, Job), NoopMasterMetrics success (String), ZooKeeperMasterModel updateDeploymentGroupHosts (String, List<String>), TaskConfig fullyQualifiedRegistrationDomain (), ZooKeeperMasterModel getDeploymentGroups (), ZooKeeperMasterModel assertHostExists (ZooKeeperClient, String), ZooKeeperMasterModel removeJob (JobId), ZooKeeperMasterModel listHostJobs (ZooKeeperClient, String), HostInfoReporter runOneIteration (), Builder envVars (Map<String,String>), ZooKeeperModelReporter ZooKeeperModelReporter (ZooKeeperMetrics), ZooKeeperMasterModel getDeploymentGroupHosts (String), ZooKeeperMasterModel getRunningMasters (), ZooKeeperMasterModel getJob (ZooKeeperClient, JobId), ZooKeeperMasterModel getTasks (ZooKeeperClient, String), TaskConfig containerEnv (), Builder job (Job), DefaultReactor run (), MeterRates getFiveMinuteRate (), ZooKeeperMasterModel getUndeployOperations (ZooKeeperClient, String, JobId, String), ZooKeeperMasterModel removedHosts (List<String>, List<String>, List<String>), TaskConfig containerPort (int, String), Builder dns (List<String>), ZooKeeperModelReporter connectionStateChanged (ConnectionState), ZooKeeperMasterModel getJobHistory (JobId, String), ZooKeeperMasterModel getDeploymentGroupStatus (String), TaskConfig healthCheck (), ZooKeeperMasterModel addJob (Job), ZooKeeperMasterModel rollingUpdateDeploy (ZooKeeperClient, RollingUpdateOpFactory, DeploymentGroup, String), ZooKeeperMasterModel assertTaskExists (ZooKeeperClient, String, JobId), BindVolumeContainerDecorator BindVolumeContainerDecorator (List<String>), TaskConfig TaskConfig (Builder), TaskConfig containerConfig (ImageInfo, Optional<String>), ZooKeeperMasterModel getJobHistory (JobId), MeterRates MeterRates (double, double, double), ZooKeeperMasterModel getAgentInfo (ZooKeeperClient, String), ZooKeeperMasterModel rollingUpdateTimedoutError (RollingUpdateOpFactory, String, JobId, TaskStatus), SignalAwaitingService SignalAwaitingService (CountDownLatch), ZooKeeperMasterModel getHosts (ZooKeeperClient, String), ZooKeeperMasterModel ZooKeeperMasterModel (ZooKeeperClientProvider, String, List<EventSender>, String), ZooKeeperMasterModel redundantUndeployment (Deployment, DeploymentGroup), ZooKeeperMasterModel rollingUpdateAwaitRunning (ZooKeeperClient, RollingUpdateOpFactory, DeploymentGroup, String), Builder host (String), HostInfoReporter dockerHost (), Check hashCode (), ZooKeeperMasterModel removeJob (JobId, String), NoopMasterMetrics jobsHistoryEventSize (int), Builder defaultRegistrationDomain (String), RollingUndeployPlanner rolloutTasks (List<String>), ZooKeeperMasterModel updateDeployment (String, Deployment, String), ZooKeeperMasterModel getDeployment (String, JobId), TaskConfig containerImage (), BindVolumeContainerDecorator isValidBind (String), CommonConfiguration setPubsubPrefixes (List<String>), ZooKeeperMasterModel addDeploymentGroup (DeploymentGroup), ZooKeeperMasterModel allowHostChange (DeploymentGroupStatus), ZooKeeperMasterModel staticPorts (Job), TaskConfig volumes (), MeterRates getFifteenMinuteRate (), NoOpContainerDecorator decorateContainerConfig (Job, ImageInfo, Optional<String>, ContainerConfig.Builder), ZooKeeperMasterModel getInitRollingUpdateOps (DeploymentGroup, ZooKeeperClient), DefaultReactor DefaultReactor (String, Callback), BindVolumeContainerDecorator decorateContainerConfig (Job, ImageInfo, Optional<String>, ContainerConfig.Builder), ZooKeeperMasterModel deployJob (String, Deployment), HostInfoReporter dockerVersion (com.spotify.docker.client.messages.Version), HostInfoReporter schedule (Runnable, ScheduledExecutorService), Check Check (String), TaskConfig containerName (), TaskConfig name (), ZooKeeperMasterModel getDeploymentGroup (String), TaskConfig endpointHealthCheck (String), ZooKeeperMasterModel emitEvents (String, List<Map<String,Object>>), ZooKeeperMasterModel ownedByDeploymentGroup (Deployment, DeploymentGroup), ZooKeeperMasterModel getHostInfo (ZooKeeperClient, String), ZooKeeperModelReporter checkException (Exception, String), ZooKeeperModelReporter noop (), ZooKeeperMasterModel getTaskStatus (ZooKeeperClient, String, JobId), Check register (CuratorTransaction), ZooKeeperMasterModel rollingUpdateUndeploy (ZooKeeperClient, RollingUpdateOpFactory, DeploymentGroup, String), ZooKeeperMasterModel rollingUpdateUndeploy (ZooKeeperClient, RollingUpdateOpFactory, DeploymentGroup, String, boolean)]","2550"
"7","helios/helios-services","2d5998e209ad71abfa34d11bfd89f19a845f0c44","c064cf0d5d00b8594823e5bf951259075854ab4a","REVERSE_IF_ELSE","3","1","6","[InterruptingScheduledService startUp (), InterruptingScheduledService runOneIteration (), InterruptingScheduledService schedule (Runnable, ScheduledExecutorService), InterruptingScheduledService beforeIteration (), InterruptingScheduledService run (), InterruptingScheduledService shutDown ()]","96"
"22","helios/helios-services","c064cf0d5d00b8594823e5bf951259075854ab4a","f5ca2fed1af3b713111d3c621529405737e06150","LOCAL_VAR_RENAMING","0","1","2","[TotalHealthCheckGauge getValue (), TotalHealthCheckGauge TotalHealthCheckGauge (HealthCheckRegistry)]","34"
