id,projectName,startCommit,endCommit,transformType,transformTypeId,transformSum,RelatedMethodsNum,RelatedMethodSet,RelatedCasesNum
37,WebGoat/csrf,7587e970ac15ebddd14316cde706b88ab5b63c01,66d4e985db9585787ca27d40a5977b29670c95cf,VAR_DECLARATION_MERGING,12,1,1,[CSRFFeedback hostOrRefererDifferentHost (HttpServletRequest)],4
40,WebGoat/csrf,66d4e985db9585787ca27d40a5977b29670c95cf,9f87e3328e777ddcbfded7be1c3ccd9cf29414c5,REVERSE_IF_ELSE,3,1,1,[CSRFFeedback requestContainsWebGoatCookie (Cookie[])],4
43,WebGoat/csrf,9f87e3328e777ddcbfded7be1c3ccd9cf29414c5,7ba5640b8b343910928d76f9675685c5696997d9,REVERSE_IF_ELSE,3,1,3,"[CSRFFeedback requestContainsWebGoatCookie (Cookie[]), CSRFFeedback hostOrRefererDifferentHost (HttpServletRequest), CSRFFeedback flag (String)]",12
48,WebGoat/csrf,7ba5640b8b343910928d76f9675685c5696997d9,d80b2c4116d4a86945d3e7a8083cd498c93c6f52,VAR_DECLARATION_DIVIDING,13,1,1,[CSRFFeedback hostOrRefererDifferentHost (HttpServletRequest)],4
58,WebGoat/csrf,d80b2c4116d4a86945d3e7a8083cd498c93c6f52,b7607dc9192b60deb24c7e2465cf206588663f60,REVERSE_IF_ELSE,3,1,4,"[CSRFFeedback requestContainsWebGoatCookie (Cookie[]), CSRFFeedback hostOrRefererDifferentHost (HttpServletRequest), CSRFFeedback flag (String), CSRFFeedback completed (HttpServletRequest, String)]",16
65,WebGoat/csrf,b7607dc9192b60deb24c7e2465cf206588663f60,ad8c783e48605cd04fe0374a08b5d77cbadfeadc,LOCAL_VAR_RENAMING,0,1,2,"[CSRFFeedback hostOrRefererDifferentHost (HttpServletRequest), CSRFFeedback completed (HttpServletRequest, String)]",8
71,WebGoat/csrf,ad8c783e48605cd04fe0374a08b5d77cbadfeadc,e498420b2dac92a2454397315e25f0c7b237009a,LOCAL_VAR_RENAMING,0,1,2,"[CSRFFeedback hostOrRefererDifferentHost (HttpServletRequest), CSRFFeedback completed (HttpServletRequest, String)]",8
77,WebGoat/csrf,e498420b2dac92a2454397315e25f0c7b237009a,5c8942bdc695f77ce14f1c4f547e681fe0dbe6ca,LOCAL_VAR_RENAMING,0,1,2,"[CSRFFeedback requestContainsWebGoatCookie (Cookie[]), CSRFFeedback completed (HttpServletRequest, String)]",8
82,WebGoat/csrf,5c8942bdc695f77ce14f1c4f547e681fe0dbe6ca,da4d91f85e8457e764041f0290e3ab6a732f0e53,REVERSE_IF_ELSE,3,1,3,"[CSRFFeedback requestContainsWebGoatCookie (Cookie[]), CSRFFeedback hostOrRefererDifferentHost (HttpServletRequest), CSRFFeedback flag (String)]",12
87,WebGoat/csrf,da4d91f85e8457e764041f0290e3ab6a732f0e53,bac749921a9261660ef41811ef821b6304422aac,REVERSE_IF_ELSE,3,1,1,[CSRFFeedback requestContainsWebGoatCookie (Cookie[])],4
0,WebGoat/html-tampering,bac749921a9261660ef41811ef821b6304422aac,b2b9019eb0686a89047296f1ac6ac8e63299f221,SWITCH_EQUAL_SIDES,14,1,1,"[HtmlTamperingTask completed (String, String)]",1
46,WebGoat/html-tampering,b2b9019eb0686a89047296f1ac6ac8e63299f221,982304179a3c07e076e7031f883e116047e85197,REVERSE_IF_ELSE,3,1,1,"[HtmlTamperingTask completed (String, String)]",1
51,WebGoat/html-tampering,982304179a3c07e076e7031f883e116047e85197,b47bdec322a9e1432b9e77f4432e9cc30a9d3f6f,REVERSE_IF_ELSE,3,1,1,"[HtmlTamperingTask completed (String, String)]",1
59,WebGoat/html-tampering,b47bdec322a9e1432b9e77f4432e9cc30a9d3f6f,fa0cf96a91b86f2d161678fafc752dae3b84cd20,REVERSE_IF_ELSE,3,1,1,"[HtmlTamperingTask completed (String, String)]",1
69,WebGoat/html-tampering,fa0cf96a91b86f2d161678fafc752dae3b84cd20,c8588c3449577ac197717c76d6c53c14469e4563,REVERSE_IF_ELSE,3,1,1,"[HtmlTamperingTask completed (String, String)]",1
83,WebGoat/html-tampering,c8588c3449577ac197717c76d6c53c14469e4563,29135e9524d5bd8a2927736e817093380ba9599b,REVERSE_IF_ELSE,3,1,1,"[HtmlTamperingTask completed (String, String)]",1
0,WebGoat/http-basics,29135e9524d5bd8a2927736e817093380ba9599b,c526c824d2599f7cb8f8575ec039c6626cffce70,REVERSE_IF_ELSE,3,1,2,"[HttpBasicsQuiz completed (String, String, String), HttpBasicsLesson completed (String)]",4
1,WebGoat/http-basics,c526c824d2599f7cb8f8575ec039c6626cffce70,a28d093fa7b82725bd88c8b0e30deb92fa5cef12,REVERSE_IF_ELSE,3,1,1,[HttpBasicsLesson completed (String)],2
7,WebGoat/http-basics,a28d093fa7b82725bd88c8b0e30deb92fa5cef12,d37acd3008a8894f0534b1d2c01a6534a6b26197,REVERSE_IF_ELSE,3,1,1,[HttpBasicsLesson completed (String)],2
13,WebGoat/http-basics,d37acd3008a8894f0534b1d2c01a6534a6b26197,358bd5d3c451c44fc238f991bbfe14122f9eda00,SWITCH_STRING_EQUAL,15,1,1,[HttpBasicsLesson completed (String)],2
18,WebGoat/http-basics,358bd5d3c451c44fc238f991bbfe14122f9eda00,bb2013138e7ce2f75093be20609c59d41386731e,LOCAL_VAR_RENAMING,0,1,1,[HttpBasicsLesson completed (String)],2
24,WebGoat/http-basics,bb2013138e7ce2f75093be20609c59d41386731e,8ea47ff886e2625cd01a7dbf9924d412a89cd565,REVERSE_IF_ELSE,3,1,1,[HttpBasicsLesson completed (String)],2
31,WebGoat/http-basics,8ea47ff886e2625cd01a7dbf9924d412a89cd565,5cd329b4fe5dca07fe236f09bf697cd3fab48212,LOCAL_VAR_RENAMING,0,1,1,[HttpBasicsLesson completed (String)],2
32,WebGoat/http-basics,5cd329b4fe5dca07fe236f09bf697cd3fab48212,5016de7ffbc2db3f64a87a03de82c53c2f82f7fd,LOCAL_VAR_RENAMING,0,1,1,[HttpBasicsLesson completed (String)],2
56,WebGoat/http-basics,5016de7ffbc2db3f64a87a03de82c53c2f82f7fd,0d917285a0a8c38051cac7cd6a2cac2b288eb608,SWITCH_STRING_EQUAL,15,1,1,[HttpBasicsLesson completed (String)],2
57,WebGoat/http-basics,0d917285a0a8c38051cac7cd6a2cac2b288eb608,07c6e4d9500475576d073296e35b7f8ba147e68d,REVERSE_IF_ELSE,3,1,1,[HttpBasicsLesson completed (String)],2
58,WebGoat/http-basics,07c6e4d9500475576d073296e35b7f8ba147e68d,d2ffbcd1c0a707ff4dca6cdca003c56467c9cc78,INFIX_EXPRESSION_DIVIDING,8,1,1,[HttpBasicsLesson completed (String)],2
62,WebGoat/http-basics,d2ffbcd1c0a707ff4dca6cdca003c56467c9cc78,767e92355dc58ac5cc0842401ecf63d28c521981,REVERSE_IF_ELSE,3,1,1,[HttpBasicsLesson completed (String)],2
69,WebGoat/http-basics,767e92355dc58ac5cc0842401ecf63d28c521981,3932bcd454ae04fbe7bd3ff992122890b8431823,SWITCH_STRING_EQUAL,15,1,1,[HttpBasicsLesson completed (String)],2
72,WebGoat/http-basics,3932bcd454ae04fbe7bd3ff992122890b8431823,361288b567b0c3c8f579adfe8e187df6f4509329,REVERSE_IF_ELSE,3,1,1,[HttpBasicsLesson completed (String)],2
74,WebGoat/http-basics,361288b567b0c3c8f579adfe8e187df6f4509329,557d9db4c0fe808535a56cbd488144ea6b5fbb02,SWITCH_STRING_EQUAL,15,1,1,[HttpBasicsLesson completed (String)],2
75,WebGoat/http-basics,557d9db4c0fe808535a56cbd488144ea6b5fbb02,083bc7fd7b7736eb0732bbc7f275d1db5f4c9f6f,SWITCH_STRING_EQUAL,15,1,1,[HttpBasicsLesson completed (String)],2
84,WebGoat/http-basics,083bc7fd7b7736eb0732bbc7f275d1db5f4c9f6f,84d4861b8a354f5aab43ad7be5c2b11190ecd317,SWITCH_STRING_EQUAL,15,1,1,[HttpBasicsLesson completed (String)],2
0,WebGoat/http-proxies,84d4861b8a354f5aab43ad7be5c2b11190ecd317,692a243c86e8e432c1a49b5fa6e313dda4769d97,ADD_ASSIGNMENT_TO_EQUAL_ASSIGNMENT,7,1,1,"[HttpBasicsInterceptRequest completed (Boolean, String, HttpServletRequest)]",1
1,WebGoat/http-proxies,692a243c86e8e432c1a49b5fa6e313dda4769d97,14a7a90f7325c8453107e994151f52a3f76152cc,STATEMENTS_ORDER_REARRANGEMENT,10,1,1,"[HttpBasicsInterceptRequest completed (Boolean, String, HttpServletRequest)]",1
2,WebGoat/http-proxies,14a7a90f7325c8453107e994151f52a3f76152cc,2094c25d58c23325e6d17da51fce2edf59351c9c,STATEMENTS_ORDER_REARRANGEMENT,10,1,1,"[HttpBasicsInterceptRequest completed (Boolean, String, HttpServletRequest)]",1
9,WebGoat/http-proxies,2094c25d58c23325e6d17da51fce2edf59351c9c,70c3181d0261c3b825f5824dac20603a0c4b5152,STATEMENTS_ORDER_REARRANGEMENT,10,1,1,"[HttpBasicsInterceptRequest completed (Boolean, String, HttpServletRequest)]",1
10,WebGoat/http-proxies,70c3181d0261c3b825f5824dac20603a0c4b5152,c4e1f61e07761fa70963329126a67eeea4abff91,VAR_DECLARATION_MERGING,12,1,1,"[HttpBasicsInterceptRequest completed (Boolean, String, HttpServletRequest)]",1
11,WebGoat/http-proxies,c4e1f61e07761fa70963329126a67eeea4abff91,cbebac7d57e5b61b442198a6a3b56986aab81113,STATEMENTS_ORDER_REARRANGEMENT,10,1,1,"[HttpBasicsInterceptRequest completed (Boolean, String, HttpServletRequest)]",1
12,WebGoat/http-proxies,cbebac7d57e5b61b442198a6a3b56986aab81113,d7ce0416e51eb361b226d774b0d60889d88a9a9b,LOCAL_VAR_RENAMING,0,1,1,"[HttpBasicsInterceptRequest completed (Boolean, String, HttpServletRequest)]",1
16,WebGoat/http-proxies,d7ce0416e51eb361b226d774b0d60889d88a9a9b,276f626576ca70cd79daccaba89a20cf3f58092b,STATEMENTS_ORDER_REARRANGEMENT,10,1,1,"[HttpBasicsInterceptRequest completed (Boolean, String, HttpServletRequest)]",1
25,WebGoat/http-proxies,276f626576ca70cd79daccaba89a20cf3f58092b,dc2ced3bd1ac768065ceb654fdc5f36343b42554,STATEMENTS_ORDER_REARRANGEMENT,10,1,1,"[HttpBasicsInterceptRequest completed (Boolean, String, HttpServletRequest)]",1
26,WebGoat/http-proxies,dc2ced3bd1ac768065ceb654fdc5f36343b42554,d585d05efbb93b671ad9c39474f1fe353f56f54f,REVERSE_IF_ELSE,3,1,1,"[HttpBasicsInterceptRequest completed (Boolean, String, HttpServletRequest)]",1
27,WebGoat/http-proxies,d585d05efbb93b671ad9c39474f1fe353f56f54f,cede21064039bf00cdba3bf1d9c3b6d4347c51ff,LOCAL_VAR_RENAMING,0,1,1,"[HttpBasicsInterceptRequest completed (Boolean, String, HttpServletRequest)]",1
31,WebGoat/http-proxies,cede21064039bf00cdba3bf1d9c3b6d4347c51ff,b0ea7a40309239e4521418793b161378638857eb,VAR_DECLARATION_MERGING,12,1,1,"[HttpBasicsInterceptRequest completed (Boolean, String, HttpServletRequest)]",1
52,WebGoat/http-proxies,b0ea7a40309239e4521418793b161378638857eb,253fe339144aef138b7f00fab91f6f573d19acb5,REVERSE_IF_ELSE,3,1,1,"[HttpBasicsInterceptRequest completed (Boolean, String, HttpServletRequest)]",1
54,WebGoat/http-proxies,253fe339144aef138b7f00fab91f6f573d19acb5,ea446fd186a55fd8941ef25b38b730057d2dffb3,REVERSE_IF_ELSE,3,1,1,"[HttpBasicsInterceptRequest completed (Boolean, String, HttpServletRequest)]",1
62,WebGoat/http-proxies,ea446fd186a55fd8941ef25b38b730057d2dffb3,4a083518f61678c6226acad189bd99bd0b4f66d6,VAR_DECLARATION_DIVIDING,13,1,1,"[HttpBasicsInterceptRequest completed (Boolean, String, HttpServletRequest)]",1
66,WebGoat/http-proxies,4a083518f61678c6226acad189bd99bd0b4f66d6,f7d3e61bffcba7560ff26a1904f8e94b8398983a,STATEMENTS_ORDER_REARRANGEMENT,10,1,1,"[HttpBasicsInterceptRequest completed (Boolean, String, HttpServletRequest)]",1
72,WebGoat/http-proxies,f7d3e61bffcba7560ff26a1904f8e94b8398983a,ec69c5771097eb2d2e15990b0285fd2431b20459,VAR_DECLARATION_DIVIDING,13,1,1,"[HttpBasicsInterceptRequest completed (Boolean, String, HttpServletRequest)]",1
74,WebGoat/http-proxies,ec69c5771097eb2d2e15990b0285fd2431b20459,9fbdd5d7f58d626844e40068c3db6175733ccdd3,REVERSE_IF_ELSE,3,1,1,"[HttpBasicsInterceptRequest completed (Boolean, String, HttpServletRequest)]",1
76,WebGoat/http-proxies,9fbdd5d7f58d626844e40068c3db6175733ccdd3,40a839a8ae76d759393c2dc80189b00e696dd24b,LOCAL_VAR_RENAMING,0,1,1,"[HttpBasicsInterceptRequest completed (Boolean, String, HttpServletRequest)]",1
84,WebGoat/http-proxies,40a839a8ae76d759393c2dc80189b00e696dd24b,2ad35fae0befe55b1e5a1335c1505d956e3acb6b,REVERSE_IF_ELSE,3,1,1,"[HttpBasicsInterceptRequest completed (Boolean, String, HttpServletRequest)]",1
0,WebGoat/idor,2ad35fae0befe55b1e5a1335c1505d956e3acb6b,33f6059f860971805c4401fecc3fb0a0652a4517,LOOP_IF_CONTINUE_TO_ELSE,11,1,3,"[IDORLogin initIDORInfo (), IDORViewOwnProfile invoke (), IDORLogin completed (String, String)]",6
1,WebGoat/idor,33f6059f860971805c4401fecc3fb0a0652a4517,a6c05f0f29b911dbfc884027342fbc425405289e,INFIX_EXPRESSION_DIVIDING,8,1,1,"[IDORLogin completed (String, String)]",2
3,WebGoat/idor,a6c05f0f29b911dbfc884027342fbc425405289e,6487e945348ee3f2f36d0880c28e905930834673,STATEMENTS_ORDER_REARRANGEMENT,10,1,1,"[IDOREditOtherProfiile completed (String, UserProfile)]",3
12,WebGoat/idor,6487e945348ee3f2f36d0880c28e905930834673,12fbee27eb4f2e1bf83ebbec32656e2874525a7b,STATEMENTS_ORDER_REARRANGEMENT,10,1,1,"[IDOREditOtherProfiile completed (String, UserProfile)]",3
28,WebGoat/idor,12fbee27eb4f2e1bf83ebbec32656e2874525a7b,e21435ab5cebb216e1474fd2438e64fd92b41377,STATEMENTS_ORDER_REARRANGEMENT,10,1,1,"[IDOREditOtherProfiile completed (String, UserProfile)]",3
33,WebGoat/idor,e21435ab5cebb216e1474fd2438e64fd92b41377,eb225d1a35a30c0707a86f3af42bc7d8ca1cb476,REVERSE_IF_ELSE,3,1,1,"[IDOREditOtherProfiile completed (String, UserProfile)]",3
34,WebGoat/idor,eb225d1a35a30c0707a86f3af42bc7d8ca1cb476,d3270a2a39dc94d7a2e0946cc3835f87e4177027,STATEMENTS_ORDER_REARRANGEMENT,10,1,1,"[IDOREditOtherProfiile completed (String, UserProfile)]",3
36,WebGoat/idor,d3270a2a39dc94d7a2e0946cc3835f87e4177027,090f3608908c4d460c4244592b138fd61b8e6ad6,REVERSE_IF_ELSE,3,1,1,"[IDOREditOtherProfiile completed (String, UserProfile)]",3
38,WebGoat/idor,090f3608908c4d460c4244592b138fd61b8e6ad6,66473891c1511125ec3a1cd3f35368dbfe742220,LOCAL_VAR_RENAMING,0,1,1,"[IDOREditOtherProfiile completed (String, UserProfile)]",3
40,WebGoat/idor,66473891c1511125ec3a1cd3f35368dbfe742220,a1ffe3000c3c8aabf5ea3296f4f74460949c9cff,REVERSE_IF_ELSE,3,1,1,"[IDOREditOtherProfiile completed (String, UserProfile)]",3
42,WebGoat/idor,a1ffe3000c3c8aabf5ea3296f4f74460949c9cff,88a5f0aa68965d0e22c196f36490936d02dc5dba,STATEMENTS_ORDER_REARRANGEMENT,10,1,1,"[IDOREditOtherProfiile completed (String, UserProfile)]",3
47,WebGoat/idor,88a5f0aa68965d0e22c196f36490936d02dc5dba,2272c65ba95f3fab4f330eabbe49d502f3e608bc,REVERSE_IF_ELSE,3,1,1,"[IDOREditOtherProfiile completed (String, UserProfile)]",3
53,WebGoat/idor,2272c65ba95f3fab4f330eabbe49d502f3e608bc,c7c09bb4e23cb2ff9109d277ec4ddfd19f97f0ab,STATEMENTS_ORDER_REARRANGEMENT,10,1,1,"[IDOREditOtherProfiile completed (String, UserProfile)]",3
55,WebGoat/idor,c7c09bb4e23cb2ff9109d277ec4ddfd19f97f0ab,a0f4cfb9d3dfbbc040d5e0317380197efcb569df,REVERSE_IF_ELSE,3,1,1,"[IDOREditOtherProfiile completed (String, UserProfile)]",3
56,WebGoat/idor,a0f4cfb9d3dfbbc040d5e0317380197efcb569df,f0ebd828cffa66b0695a00f1193945dbe90a83ad,REVERSE_IF_ELSE,3,1,1,"[IDOREditOtherProfiile completed (String, UserProfile)]",3
58,WebGoat/idor,f0ebd828cffa66b0695a00f1193945dbe90a83ad,6c2627b71808d70768a63334bd4763c1bc8ba2a5,REVERSE_IF_ELSE,3,1,1,"[IDOREditOtherProfiile completed (String, UserProfile)]",3
65,WebGoat/idor,6c2627b71808d70768a63334bd4763c1bc8ba2a5,1ccece80e8f681cd2b3ebfe6a851d4dc55cf4ac9,STATEMENTS_ORDER_REARRANGEMENT,10,1,1,"[IDOREditOtherProfiile completed (String, UserProfile)]",3
70,WebGoat/idor,1ccece80e8f681cd2b3ebfe6a851d4dc55cf4ac9,63f8ed5f0e6c99b075707439c2fbdf8890621147,LOCAL_VAR_RENAMING,0,1,1,"[IDOREditOtherProfiile completed (String, UserProfile)]",3
72,WebGoat/idor,63f8ed5f0e6c99b075707439c2fbdf8890621147,1d6f014002b6e3bc14d9f756920aea1da6e963e9,STATEMENTS_ORDER_REARRANGEMENT,10,1,1,"[IDOREditOtherProfiile completed (String, UserProfile)]",3
78,WebGoat/idor,1d6f014002b6e3bc14d9f756920aea1da6e963e9,4610db5a2444b14dc0839e4811fd173c2c1f3651,LOCAL_VAR_RENAMING,0,1,1,"[IDOREditOtherProfiile completed (String, UserProfile)]",3
81,WebGoat/idor,4610db5a2444b14dc0839e4811fd173c2c1f3651,914140842aef30764f660beb18da670a67312f25,REVERSE_IF_ELSE,3,1,1,"[IDOREditOtherProfiile completed (String, UserProfile)]",3
82,WebGoat/idor,914140842aef30764f660beb18da670a67312f25,c459080a049a86b14a50be7fdd1a866e1a15af65,REVERSE_IF_ELSE,3,1,1,"[IDOREditOtherProfiile completed (String, UserProfile)]",3
86,WebGoat/idor,c459080a049a86b14a50be7fdd1a866e1a15af65,3f02ee292e2bd1aeb8c21c454e8bc829fdc4b63d,STATEMENTS_ORDER_REARRANGEMENT,10,1,1,"[IDOREditOtherProfiile completed (String, UserProfile)]",3
0,WebGoat/insecure-deserialization,3f02ee292e2bd1aeb8c21c454e8bc829fdc4b63d,a66d385b58dd228da2e592511e05c16cac4f3df5,SINGLE_IF_TO_CONDITIONAL_EXP,4,1,7,"[InsecureDeserializationTask completed (String), VulnerableTaskHolder VulnerableTaskHolder (String, String), SerializationHelper toString (Serializable), SerializationHelper bytesToHex (byte[]), VulnerableTaskHolder readObject (ObjectInputStream), SerializationHelper fromString (String), SerializationHelper show ()]",21
1,WebGoat/insecure-deserialization,a66d385b58dd228da2e592511e05c16cac4f3df5,539af382deb8dcd22a40ba90083295a1ee130948,STATEMENTS_ORDER_REARRANGEMENT,10,1,2,"[VulnerableTaskHolder VulnerableTaskHolder (String, String), VulnerableTaskHolder readObject (ObjectInputStream)]",6
5,WebGoat/insecure-deserialization,539af382deb8dcd22a40ba90083295a1ee130948,1f4ecb1fc35427bfea11b7defc8b08f421acb851,LOCAL_VAR_RENAMING,0,1,1,[VulnerableTaskHolder readObject (ObjectInputStream)],3
9,WebGoat/insecure-deserialization,1f4ecb1fc35427bfea11b7defc8b08f421acb851,75c8ee470e1b96be3521656540b2166982efa3a4,WHILE_TO_FOR,2,1,1,[VulnerableTaskHolder readObject (ObjectInputStream)],3
10,WebGoat/insecure-deserialization,75c8ee470e1b96be3521656540b2166982efa3a4,31b599da35061cf824a0829ce63866e7e3b2b44f,REVERSE_IF_ELSE,3,1,1,[VulnerableTaskHolder readObject (ObjectInputStream)],3
11,WebGoat/insecure-deserialization,31b599da35061cf824a0829ce63866e7e3b2b44f,fb857c4fa1b77cd96d5d9394e1947213e943fd98,LOCAL_VAR_RENAMING,0,1,1,[VulnerableTaskHolder readObject (ObjectInputStream)],3
19,WebGoat/insecure-deserialization,fb857c4fa1b77cd96d5d9394e1947213e943fd98,325e4fb71a922c457b02d30e28389226696c6162,REVERSE_IF_ELSE,3,1,1,[VulnerableTaskHolder readObject (ObjectInputStream)],3
21,WebGoat/insecure-deserialization,325e4fb71a922c457b02d30e28389226696c6162,e714a63c84f28faef580088ae5da84043724082f,FOR_TO_WHILE,1,1,1,[VulnerableTaskHolder readObject (ObjectInputStream)],3
26,WebGoat/insecure-deserialization,e714a63c84f28faef580088ae5da84043724082f,b1b94d7b54472da628d47631021adacc40016855,STATEMENTS_ORDER_REARRANGEMENT,10,1,1,[VulnerableTaskHolder readObject (ObjectInputStream)],3
29,WebGoat/insecure-deserialization,b1b94d7b54472da628d47631021adacc40016855,e866a84c4f7340e9560cd8d465ecaecd4829bbfd,LOCAL_VAR_RENAMING,0,1,3,"[VulnerableTaskHolder VulnerableTaskHolder (String, String), VulnerableTaskHolder readObject (ObjectInputStream), VulnerableTaskHolder toString ()]",9
40,WebGoat/insecure-deserialization,e866a84c4f7340e9560cd8d465ecaecd4829bbfd,1579a5db62daaaf129dd9ae2877c0292960ac471,REVERSE_IF_ELSE,3,1,1,[VulnerableTaskHolder readObject (ObjectInputStream)],3
41,WebGoat/insecure-deserialization,1579a5db62daaaf129dd9ae2877c0292960ac471,39e27037a1eb91ff6a9131021bde2efd35b64d94,REVERSE_IF_ELSE,3,1,1,[VulnerableTaskHolder readObject (ObjectInputStream)],3
42,WebGoat/insecure-deserialization,39e27037a1eb91ff6a9131021bde2efd35b64d94,a7e5fd98ba8ce54a024226553c703e2691247c96,STATEMENTS_ORDER_REARRANGEMENT,10,1,2,"[VulnerableTaskHolder VulnerableTaskHolder (String, String), VulnerableTaskHolder readObject (ObjectInputStream)]",6
43,WebGoat/insecure-deserialization,a7e5fd98ba8ce54a024226553c703e2691247c96,0e11e36e8fa3a748f2ca5006f443eb94e4c239fd,STATEMENTS_ORDER_REARRANGEMENT,10,1,1,[VulnerableTaskHolder readObject (ObjectInputStream)],3
59,WebGoat/insecure-deserialization,0e11e36e8fa3a748f2ca5006f443eb94e4c239fd,13ce464d87d6de95ca93da86bf27d01528eea57f,VAR_DECLARATION_MERGING,12,1,1,[VulnerableTaskHolder readObject (ObjectInputStream)],3
62,WebGoat/insecure-deserialization,13ce464d87d6de95ca93da86bf27d01528eea57f,43b8d505324b6163afef6adb7971e72d906eca5a,STATEMENTS_ORDER_REARRANGEMENT,10,1,2,"[VulnerableTaskHolder VulnerableTaskHolder (String, String), VulnerableTaskHolder readObject (ObjectInputStream)]",6
63,WebGoat/insecure-deserialization,43b8d505324b6163afef6adb7971e72d906eca5a,27443263b072592479a7be57fb7b2e9517aa66dc,VAR_DECLARATION_MERGING,12,1,1,[VulnerableTaskHolder readObject (ObjectInputStream)],3
64,WebGoat/insecure-deserialization,27443263b072592479a7be57fb7b2e9517aa66dc,298abfbc5c23c40a243ffce3bde9467ff8a52ecd,REVERSE_IF_ELSE,3,1,1,[VulnerableTaskHolder readObject (ObjectInputStream)],3
65,WebGoat/insecure-deserialization,298abfbc5c23c40a243ffce3bde9467ff8a52ecd,bfa964e4d10b9e1a9a2ea0fc9799b8540bb8629f,LOCAL_VAR_RENAMING,0,1,1,[VulnerableTaskHolder readObject (ObjectInputStream)],3
68,WebGoat/insecure-deserialization,bfa964e4d10b9e1a9a2ea0fc9799b8540bb8629f,7ccc7155d9ec647cc3f72388f19cb54223c9b9e9,REVERSE_IF_ELSE,3,1,1,[VulnerableTaskHolder readObject (ObjectInputStream)],3
70,WebGoat/insecure-deserialization,7ccc7155d9ec647cc3f72388f19cb54223c9b9e9,190058f7dae4c17cb5526e63ac0b43410af13734,VAR_DECLARATION_MERGING,12,1,1,[VulnerableTaskHolder readObject (ObjectInputStream)],3
71,WebGoat/insecure-deserialization,190058f7dae4c17cb5526e63ac0b43410af13734,5bc05255c48498eebf207f0dc79927111dfacc36,VAR_DECLARATION_DIVIDING,13,1,1,[VulnerableTaskHolder readObject (ObjectInputStream)],3
73,WebGoat/insecure-deserialization,5bc05255c48498eebf207f0dc79927111dfacc36,d7664543d7c9aeb619eb004cad26b2dac9c908d1,REVERSE_IF_ELSE,3,1,1,[VulnerableTaskHolder readObject (ObjectInputStream)],3
74,WebGoat/insecure-deserialization,d7664543d7c9aeb619eb004cad26b2dac9c908d1,795c03af13a02e2dfec2f9fb692cb7a00399fcd6,REVERSE_IF_ELSE,3,1,1,[VulnerableTaskHolder readObject (ObjectInputStream)],3
79,WebGoat/insecure-deserialization,795c03af13a02e2dfec2f9fb692cb7a00399fcd6,f0714c4c7a408eadeb0a3875d162878d63dbd0e7,REVERSE_IF_ELSE,3,1,1,[VulnerableTaskHolder readObject (ObjectInputStream)],3
85,WebGoat/insecure-deserialization,f0714c4c7a408eadeb0a3875d162878d63dbd0e7,8d892ddbeadd2d5e0a532483f6eebfd61d01eeba,WHILE_TO_FOR,2,1,1,[VulnerableTaskHolder readObject (ObjectInputStream)],3
0,WebGoat/insecure-login,8d892ddbeadd2d5e0a532483f6eebfd61d01eeba,cfd790b1a128f1ad3530ef6f0008dd3e51b2283a,VAR_DECLARATION_DIVIDING,13,1,1,"[InsecureLoginTask completed (String, String)]",1
1,WebGoat/insecure-login,cfd790b1a128f1ad3530ef6f0008dd3e51b2283a,f08bff011817f27b09e0e2e80a147be46db35210,INFIX_EXPRESSION_DIVIDING,8,1,1,"[InsecureLoginTask completed (String, String)]",1
3,WebGoat/insecure-login,f08bff011817f27b09e0e2e80a147be46db35210,0a1641ab442a921249c263ac1fb8d6daaea6d112,SWITCH_STRING_EQUAL,15,1,1,"[InsecureLoginTask completed (String, String)]",1
5,WebGoat/insecure-login,0a1641ab442a921249c263ac1fb8d6daaea6d112,f66f8eccd3ccadc86de9d269c1209bad7af82556,VAR_DECLARATION_MERGING,12,1,1,"[InsecureLoginTask completed (String, String)]",1
6,WebGoat/insecure-login,f66f8eccd3ccadc86de9d269c1209bad7af82556,081e1df0ce3bb4f25c06d426a92fdfa9efe9838f,REVERSE_IF_ELSE,3,1,1,"[InsecureLoginTask completed (String, String)]",1
7,WebGoat/insecure-login,081e1df0ce3bb4f25c06d426a92fdfa9efe9838f,2db7e83e612e08c7fe6e2b5e034a44ac666cafd7,VAR_DECLARATION_MERGING,12,1,1,"[InsecureLoginTask completed (String, String)]",1
16,WebGoat/insecure-login,2db7e83e612e08c7fe6e2b5e034a44ac666cafd7,27ed478e0de0e91872d602ddc3fc33e020ee2d02,INFIX_EXPRESSION_DIVIDING,8,1,1,"[InsecureLoginTask completed (String, String)]",1
17,WebGoat/insecure-login,27ed478e0de0e91872d602ddc3fc33e020ee2d02,42c5379899b600e56f9578a83697413816e01495,SWITCH_STRING_EQUAL,15,1,1,"[InsecureLoginTask completed (String, String)]",1
18,WebGoat/insecure-login,42c5379899b600e56f9578a83697413816e01495,98f66a40a3e4dae3a6bd96419d71ac531becb868,INFIX_EXPRESSION_DIVIDING,8,1,1,"[InsecureLoginTask completed (String, String)]",1
19,WebGoat/insecure-login,98f66a40a3e4dae3a6bd96419d71ac531becb868,6007787d094e35324e94159897e0d7d6739c50c1,VAR_DECLARATION_DIVIDING,13,1,1,"[InsecureLoginTask completed (String, String)]",1
