"project_name","start_end_SHA","noiseType","changeSet-triple"
"E:\project-DataSets20240920\helios","[3c729632f715fd331c02f39813dcbeb7cb95145d, 89e2681b9fdb4791fb9a1de70c1a5150f1b73322, 8cc26adca4a7decd17435b68db82b61052e1122b, e8fb43c65350352224a6cfca548aaca04c9f902b]","[[helios-tools/src/main/java/com/spotify/helios/cli/command/JobRemoveCommand.java|INVERT_CONDITION], NO_NOISE, [helios-tools/src/main/java/com/spotify/helios/cli/command/JobRemoveCommand.java|RENAME_PARAMETER, helios-tools/src/main/java/com/spotify/helios/cli/command/JobRemoveCommand.java|RENAME_VARIABLE]]","[runWithJob]"
"E:\project-DataSets20240920\helios","[6ef04b242ba255b95a1acf8eec0d5a9ca9973ae1, 86c34b491d755965b149b32e0631874a36aaa6fd, 8cc26adca4a7decd17435b68db82b61052e1122b, f61afc72642f92157e60e9c1a0ef7172b4024748]","[NO_NOISE, NO_NOISE, NO_NOISE]","[runWithJob]"
"E:\project-DataSets20240920\helios","[0fc29ca8fd0c11970bf290a5fc2fc8541c9c3071, 44015df435bb68f3f4bf4353ad295212eb06198f, 6ef04b242ba255b95a1acf8eec0d5a9ca9973ae1, b60bbf2153927bbf1e6d63772fcad1ebe0a88c64]","[NO_NOISE, [helios-tools/src/main/java/com/spotify/helios/cli/command/JobRemoveCommand.java|RENAME_PARAMETER, helios-tools/src/main/java/com/spotify/helios/cli/command/JobRemoveCommand.java|RENAME_VARIABLE], NO_NOISE]","[runWithJob]"
"E:\project-DataSets20240920\helios","[0fc29ca8fd0c11970bf290a5fc2fc8541c9c3071, 2a143fc18c41d9f666ddc411618f5d5b6bd0a425, a0c1034e4cf8b61d8c2a1316ae297a60ca20ce23, bb9c9086d79e20bff3e154e7be94204d45e97a62]","[NO_NOISE, NO_NOISE, NO_NOISE]","[runWithJob]"
"E:\project-DataSets20240920\helios","[4499302df0025eebf3fc3e92021fcfe3011c23a4, 490a09b263492b9724f71c093cbe7a55fb44db0c, a0c1034e4cf8b61d8c2a1316ae297a60ca20ce23, f9a142adfa4350098ef082eb67ab11f8b2500158]","[[helios-tools/src/main/java/com/spotify/helios/cli/command/JobRemoveCommand.java|RENAME_PARAMETER, helios-tools/src/main/java/com/spotify/helios/cli/command/JobRemoveCommand.java|RENAME_VARIABLE], NO_NOISE, NO_NOISE]","[runWithJob]"
"E:\project-DataSets20240920\helios","[1158bab774149f6ede9318fdfd8a399154c0f1f6, 1ebc08879fe79e5d7df5af2b363a8fd4190f78dd, 4499302df0025eebf3fc3e92021fcfe3011c23a4, abc30f89578fea7d937a1b89ebd867d86b5dc7d8]","[NO_NOISE, NO_NOISE, [helios-tools/src/main/java/com/spotify/helios/cli/command/JobRemoveCommand.java|RENAME_ATTRIBUTE, helios-tools/src/main/java/com/spotify/helios/cli/command/JobRemoveCommand.java|RENAME_VARIABLE]]","[JobRemoveCommand, runWithJob]"
"E:\project-DataSets20240920\helios","[0e12d6263c6c1956b04bad853003f5888ad181dc, 1bf57be83e7a32e45da690e94844413814cc5cf7, abc30f89578fea7d937a1b89ebd867d86b5dc7d8, d42b9464b7e6270b1a6172d51fd6ba5f389cc1f8]","[NO_NOISE, [helios-tools/src/main/java/com/spotify/helios/cli/CliConfig.java|RENAME_ATTRIBUTE, helios-tools/src/main/java/com/spotify/helios/cli/CliConfig.java|RENAME_PARAMETER, helios-tools/src/main/java/com/spotify/helios/cli/CliConfig.java|RENAME_VARIABLE, helios-tools/src/main/java/com/spotify/helios/cli/Target.java|EXTRACT_VARIABLE, helios-tools/src/main/java/com/spotify/helios/cli/command/DeploymentGroupRemoveCommand.java|RENAME_ATTRIBUTE, helios-tools/src/main/java/com/spotify/helios/cli/command/DeploymentGroupRemoveCommand.java|RENAME_PARAMETER, helios-tools/src/main/java/com/spotify/helios/cli/command/DeploymentGroupRemoveCommand.java|RENAME_VARIABLE, helios-tools/src/main/java/com/spotify/helios/cli/command/DeploymentGroupStatusCommand.java|RENAME_ATTRIBUTE, helios-tools/src/main/java/com/spotify/helios/cli/command/DeploymentGroupStatusCommand.java|RENAME_PARAMETER, helios-tools/src/main/java/com/spotify/helios/cli/command/DeploymentGroupStatusCommand.java|RENAME_VARIABLE, helios-tools/src/main/java/com/spotify/helios/cli/command/JobCreateCommand.java|EXTRACT_VARIABLE, helios-tools/src/main/java/com/spotify/helios/cli/command/JobCreateCommand.java|RENAME_ATTRIBUTE, helios-tools/src/main/java/com/spotify/helios/cli/command/JobCreateCommand.java|RENAME_VARIABLE, helios-tools/src/main/java/com/spotify/helios/cli/command/JobListCommand.java|RENAME_PARAMETER, helios-tools/src/main/java/com/spotify/helios/cli/command/JobListCommand.java|RENAME_VARIABLE, helios-tools/src/main/java/com/spotify/helios/cli/command/JobStartCommand.java|RENAME_ATTRIBUTE, helios-tools/src/main/java/com/spotify/helios/cli/command/JobStartCommand.java|RENAME_PARAMETER, helios-tools/src/main/java/com/spotify/helios/cli/command/JobStatusCommand.java|INVERT_CONDITION, helios-tools/src/main/java/com/spotify/helios/cli/command/JobStatusCommand.java|MERGE_CONDITIONAL, helios-tools/src/main/java/com/spotify/helios/cli/command/JobStatusCommand.java|RENAME_PARAMETER, helios-tools/src/main/java/com/spotify/helios/cli/command/JobStatusCommand.java|RENAME_VARIABLE, helios-tools/src/main/java/com/spotify/helios/cli/command/JobWatchCommand.java|RENAME_PARAMETER, helios-tools/src/main/java/com/spotify/helios/cli/command/JobWatchCommand.java|RENAME_VARIABLE], NO_NOISE]","[CliConfig, DeploymentGroupRemoveCommand, DeploymentGroupStatusCommand, HeliosSoloLogService, HostRegisterCommand, HostResolver, JobCreateCommand, JobListCommand, JobRemoveCommand, JobStartCommand, JobStatusCommand, JobStatusTable, JobWatchCommand, LogFollowJob, RollingUpdateCommand, SrvTarget, Target, defaultMetadata, equals, escape, filterJobStatus, fromEnvVar, fromFile, fromUserConfig, getConfigDirName, getConfigFileName, getDomain, getDomains, getDomainsString, getEndpointSupplier, getJobStatuses, getMasterEndpoints, getName, getSrv, getSrvName, getUsername, hashCode, hostMatches, printTable, resolveName, run, run0, runWithJob, showJsonStatuses, showStatusesForHosts, task, toString, watchJobsOnHosts]"
"E:\project-DataSets20240920\helios","[0e12d6263c6c1956b04bad853003f5888ad181dc, 530a1cb32b988b9cbe7920460273d902346cb862, 7c83d86550fcec2eacb58b3fc80e56101dbd6c9d, c030aa1e48171ebf0140bb1a1b18c77262fd5266]","[NO_NOISE, NO_NOISE, [helios-testing/src/main/java/com/spotify/helios/testing/HeliosSoloLogService.java|RENAME_PARAMETER, helios-testing/src/main/java/com/spotify/helios/testing/HeliosSoloLogService.java|RENAME_VARIABLE]]","[HeliosSoloLogService, runOneIteration]"
"E:\project-DataSets20240920\helios","[063b0a777fed4f5114b74fe0b34527f4cc2b05a8, 495f247231e68b5bd253b8b6ac91e546fa54f31a, 7c83d86550fcec2eacb58b3fc80e56101dbd6c9d, f1192ef1fd393ca419a11a86933eed6c9aa677a6]","[NO_NOISE, [helios-testing/src/main/java/com/spotify/helios/testing/HeliosSoloLogService.java|INVERT_CONDITION], [helios-testing/src/main/java/com/spotify/helios/testing/HeliosSoloLogService.java|RENAME_ATTRIBUTE, helios-testing/src/main/java/com/spotify/helios/testing/HeliosSoloLogService.java|RENAME_PARAMETER]]","[HeliosSoloLogService, call, runOneIteration]"
"E:\project-DataSets20240920\helios","[7179464a66a30200eb69bbd8d6918dc745826867, 8caae60b8a214374d149986383e568ace36b0be2, ad9aef9264b33606c81618f9404f332c7012997b, f1192ef1fd393ca419a11a86933eed6c9aa677a6]","[NO_NOISE, NO_NOISE, NO_NOISE]","[LogFollowJob, runOneIteration, shutDown]"
"E:\project-DataSets20240920\helios","[53e4f067778340f7d13d58f0cd6d69c53afa2883, 68f26c3ad8db7a80f3808ca6e5523b57d1637fc3, 7ca3e85b16764ae199561d1f99dd1db703813d79, 8caae60b8a214374d149986383e568ace36b0be2]","[NO_NOISE, [helios-testing/src/main/java/com/spotify/helios/testing/HeliosSoloLogService.java|RENAME_VARIABLE], [helios-testing/src/main/java/com/spotify/helios/testing/HeliosSoloLogService.java|RENAME_ATTRIBUTE, helios-testing/src/main/java/com/spotify/helios/testing/HeliosSoloLogService.java|RENAME_VARIABLE]]","[call, runOneIteration, shutDown]"
"E:\project-DataSets20240920\helios","[53e4f067778340f7d13d58f0cd6d69c53afa2883, 5e59666215b9a5efd525ac828455b7e79d7080f1, 86d15b30b32c3881931b017aff785790f154b44b, f01555909616badb01e444f640431e981666795d]","[NO_NOISE, [helios-testing/src/main/java/com/spotify/helios/testing/HeliosSoloLogService.java|RENAME_ATTRIBUTE, helios-testing/src/main/java/com/spotify/helios/testing/HeliosSoloLogService.java|RENAME_VARIABLE], [helios-testing/src/main/java/com/spotify/helios/testing/HeliosSoloLogService.java|RENAME_VARIABLE]]","[HeliosSoloLogService, LogFollowJob, call, runOneIteration]"
"E:\project-DataSets20240920\helios","[356f3a44a860f163db6a8fc1b7fbd31cdfaa9e41, 46f029469537aa94800befb5f99f4b1569a08228, 5632763fb53efaab4d73a87fe4522ad3a9048d95, f01555909616badb01e444f640431e981666795d]","[NO_NOISE, NO_NOISE, NO_NOISE]","[HeliosSoloLogService, runOneIteration]"
"E:\project-DataSets20240920\helios","[29632d56e87b55e9372e918ed43187c40ab85484, 356f3a44a860f163db6a8fc1b7fbd31cdfaa9e41, 8d08887e87bc2b7be98379f31b23ce57c74fa6e5, add4742c671a84b9906a2f1a6a742cd3d2c5f7b5]","[NO_NOISE, NO_NOISE, [helios-testing/src/main/java/com/spotify/helios/testing/DefaultProber.java|INVERT_CONDITION, helios-testing/src/main/java/com/spotify/helios/testing/DefaultProber.java|RENAME_PARAMETER, helios-testing/src/main/java/com/spotify/helios/testing/DefaultProber.java|RENAME_VARIABLE, helios-testing/src/main/java/com/spotify/helios/testing/HeliosConfig.java|RENAME_ATTRIBUTE, helios-testing/src/main/java/com/spotify/helios/testing/HeliosConfig.java|RENAME_PARAMETER, helios-testing/src/main/java/com/spotify/helios/testing/HeliosConfig.java|RENAME_VARIABLE, helios-testing/src/main/java/com/spotify/helios/testing/HeliosDeploymentException.java|RENAME_PARAMETER, helios-testing/src/main/java/com/spotify/helios/testing/HeliosSoloLogService.java|RENAME_ATTRIBUTE, helios-testing/src/main/java/com/spotify/helios/testing/HeliosSoloLogService.java|RENAME_VARIABLE, helios-testing/src/main/java/com/spotify/helios/testing/InMemoryLogStreamFollower.java|INVERT_CONDITION, helios-testing/src/main/java/com/spotify/helios/testing/InMemoryLogStreamFollower.java|RENAME_ATTRIBUTE, helios-testing/src/main/java/com/spotify/helios/testing/InMemoryLogStreamFollower.java|RENAME_PARAMETER, helios-testing/src/main/java/com/spotify/helios/testing/InMemoryLogStreamFollower.java|RENAME_VARIABLE]]","[Builder, DefaultDeployer, HeliosDeploymentException, HeliosDeploymentResource, HeliosSoloLogService, InMemoryLogStreamFollower, JobPrefixFile, TemporaryJob, TemporaryJobs, address, after, apply, awaitPort, awaitUnchecked, awaitUp, before, builder, call, client, configureWithEnv, create, delete, deleteIfExists, deploy, deployer, domain, endpointStrings, evaluate, followLog, getDefaultProfile, getProfile, hostFilter, hostPickingStrategy, initialValue, job, jobDeployedMessageFormat, jobWithConfig, loadConfig, perform, pickHost, prefixDirectory, probe, probeUdpPort, prober, processHostPickingStrategy, removeOldJobs, reports, runOneIteration, scheduler, shutDown, testReportDirectory, tryFromExistingFile, undeploy, user, verifyHasStrategyKey, verifyHealthy, writeAndFlush]"
"E:\project-DataSets20240920\helios","[152cf0d02587b301f960a978b5ae647713f4ec3b, 380ad8b2bf6f6b1171fc9b19664ed6394fd5190b, add4742c671a84b9906a2f1a6a742cd3d2c5f7b5, b905dbc5c3a63bbcf642a372c310cb6242496fb1]","[NO_NOISE, [helios-testing-common/src/main/java/com/spotify/helios/TemporaryPorts.java|RENAME_ATTRIBUTE], [helios-testing-common/src/main/java/com/spotify/helios/Parallelized.java|RENAME_PARAMETER, helios-testing-common/src/main/java/com/spotify/helios/Parallelized.java|RENAME_VARIABLE]]","[AllocatedPort, TemporaryPorts, after, finished, localPort, localPortRange, schedule]"
"E:\project-DataSets20240920\helios","[380ad8b2bf6f6b1171fc9b19664ed6394fd5190b, 408fc21bfe9b236e68602d250fc778ec4c65b6eb, 830ae9295a267e5a23bbf7abe6a767f19397dbeb, c96616f21cca2b12e80d3bd1080a50689749c9c7]","[[helios-testing-common/src/main/java/com/spotify/helios/TemporaryPorts.java|RENAME_ATTRIBUTE], NO_NOISE, NO_NOISE]","[AllocatedPort, after, localPort, localPortRange, lock, lockDirectory, release]"
"E:\project-DataSets20240920\helios","[6f05a01bd0e5e0afd5adb0f4417d5b646019e632, 830ae9295a267e5a23bbf7abe6a767f19397dbeb, b454f646772d47c118c1b1b2f39af07df7bfe722, f33ab2ec5b00f9016770e477e634815eb326d145]","[[helios-testing-common/src/main/java/com/spotify/helios/TemporaryPorts.java|RENAME_ATTRIBUTE], NO_NOISE, NO_NOISE]","[after, available, localPort, localPortRange, lock]"
"E:\project-DataSets20240920\helios","[957e93456a679f8dcde294a6f57dc1e04e868ff8, 9cf2118ba90e5f77bf30f6c17a934121f2916c5d, d37e781c79b75528d38ae6beaebbf19a9ade769b, f33ab2ec5b00f9016770e477e634815eb326d145]","[[helios-testing-common/src/main/java/com/spotify/helios/TemporaryPorts.java|RENAME_ATTRIBUTE], [helios-testing-common/src/main/java/com/spotify/helios/Parallelized.java|RENAME_PARAMETER, helios-testing-common/src/main/java/com/spotify/helios/Parallelized.java|RENAME_VARIABLE], [helios-testing-common/src/main/java/com/spotify/helios/Polling.java|RENAME_PARAMETER, helios-testing-common/src/main/java/com/spotify/helios/Polling.java|RENAME_VARIABLE]]","[Parallelized, available, await, finished, localPort, lock, release]"
"E:\project-DataSets20240920\helios","[1a23d348d96a6b8d6cdb066225a3f7ed42dc365b, 1b81e6b79bc40051976dc5fe370d003da655a4f4, 9cf2118ba90e5f77bf30f6c17a934121f2916c5d, d84941bfea1a0a70fba06c78fcfd0f9ca4545a75]","[NO_NOISE, NO_NOISE, [helios-testing-common/src/main/java/com/spotify/helios/Parallelized.java|RENAME_PARAMETER, helios-testing-common/src/main/java/com/spotify/helios/Parallelized.java|RENAME_VARIABLE]]","[Parallelized, ThreadPoolScheduler, available, await, finished, localPortRange, lock]"
"E:\project-DataSets20240920\helios","[1b81e6b79bc40051976dc5fe370d003da655a4f4, 2473745b57ef782695eda72db13520d89a4ce93e, a30e1822ea2077fe9a6278eb0ead82b5f571e30c, a930c02d557edcb8236676e795e82b91aef4dbe6]","[[helios-testing-common/src/main/java/com/spotify/helios/ZooKeeperTestManager.java|RENAME_PARAMETER, helios-testing-common/src/main/java/com/spotify/helios/ZooKeeperTestingClusterManager.java|RENAME_ATTRIBUTE, helios-testing-common/src/main/java/com/spotify/helios/ZooKeeperTestingClusterManager.java|RENAME_PARAMETER, helios-testing-common/src/main/java/com/spotify/helios/ZooKeeperTestingClusterManager.java|RENAME_VARIABLE, helios-testing-common/src/main/java/com/spotify/helios/ZooKeeperTestingServerManager.java|RENAME_ATTRIBUTE, helios-testing-common/src/main/java/com/spotify/helios/ZooKeeperTestingServerManager.java|RENAME_PARAMETER, helios-testing-common/src/main/java/com/spotify/helios/ZooKeeperTestingServerManager.java|RENAME_VARIABLE], [helios-system-tests/src/main/java/com/spotify/helios/system/ClusterDeploymentTest.java|RENAME_ATTRIBUTE, helios-system-tests/src/main/java/com/spotify/helios/system/ClusterDeploymentTest.java|RENAME_PARAMETER], [helios-system-tests/src/main/java/com/spotify/helios/system/ClusterDeploymentTest.java|RENAME_PARAMETER]]","[AllocatedPort, TemporaryPorts, ZooKeeperTestingClusterManager, ZooKeeperTestingServerManager, after, available, await, awaitDown, awaitUp, builder, close, connectString, create, createCurator, createCurators, createPeers, curatorWithSuperAuth, deploy, end, ensure, localPort, localPortRange, lock, lockDirectory, onSuccess, port, randomPort, release, releasePorts, resetPeer, retries, start, start0, startPeer, stop, stopPeer, tryAcquire, undeploy, zooKeeperTestManager]"
"E:\project-DataSets20240920\helios","[29671354178c80b4de8deca9dce347336a14d7fa, a30e1822ea2077fe9a6278eb0ead82b5f571e30c, d7a70d4f1b04b594127c9fea34890219107c5eb4, f5ca2fed1af3b713111d3c621529405737e06150]","[[helios-system-tests/src/main/java/com/spotify/helios/system/ClusterDeploymentTest.java|RENAME_ATTRIBUTE, helios-system-tests/src/main/java/com/spotify/helios/system/ClusterDeploymentTest.java|RENAME_PARAMETER], [helios-system-tests/src/main/java/com/spotify/helios/system/CliJobCreationTest.java|RENAME_VARIABLE, helios-system-tests/src/main/java/com/spotify/helios/system/ClusterDeploymentTest.java|RENAME_ATTRIBUTE, helios-system-tests/src/main/java/com/spotify/helios/system/ClusterDeploymentTest.java|RENAME_PARAMETER, helios-system-tests/src/main/java/com/spotify/helios/system/JobWatchExactTest.java|MERGE_CONDITIONAL, helios-system-tests/src/main/java/com/spotify/helios/system/LabelTest.java|RENAME_VARIABLE, helios-system-tests/src/main/java/com/spotify/helios/system/MultipleJobsTest.java|RENAME_VARIABLE, helios-system-tests/src/main/java/com/spotify/helios/system/PortCollisionJobTest.java|RENAME_ATTRIBUTE, helios-system-tests/src/main/java/com/spotify/helios/system/PortCollisionJobTest.java|RENAME_VARIABLE, helios-system-tests/src/main/java/com/spotify/helios/system/SystemTestBase.java|EXTRACT_VARIABLE, helios-system-tests/src/main/java/com/spotify/helios/system/VolumeTest.java|RENAME_ATTRIBUTE, helios-system-tests/src/main/java/com/spotify/helios/system/VolumeTest.java|RENAME_PARAMETER, helios-system-tests/src/main/java/com/spotify/helios/system/VolumeTest.java|RENAME_VARIABLE], [helios-services/src/main/java/com/spotify/helios/master/metrics/TotalHealthCheckGauge.java|RENAME_ATTRIBUTE, helios-services/src/main/java/com/spotify/helios/master/metrics/TotalHealthCheckGauge.java|RENAME_VARIABLE]]","[TotalHealthCheckGauge, assertDockerReachable, assertVolumes, awaitDeploymentGroupStatus, awaitHostRegistered, awaitHostStatus, awaitHostStatusWithLabels, awaitJobThrottle, awaitTaskState, awaitUndeployed, awaitUpWithLabels, baseSetup, baseTeardown, call, client, createJob, deploy, deployJob, dockerSetup, getNewDockerClient, getValue, hostLabels, initialize, jobStatusBulk, listThreads, makeAgent, removeContainer, setup, setupDefaultMaster, startAgent, startDefaultAgent, startDefaultMaster, startMaster, test, testAgentAddedAfterRollingUpdateIsDeployed, testCliHosts, testClient, testHostLabels, testIdenticalRollouts, testInvalidJobJsonOutput, testListDeploymentGroups, testMergeFileAndCliArgs, testMergeFileAndCliArgsEnvPrecedence, testRemovingAgentTagUndeploysJob, testRollingUpdate, testRollingUpdateCoordination, testRollingUpdateGroupNotFound, testRollingUpdateMigrate, testRollingUpdateMigrateNothingToUndeploy, testRollingUpdateMigrateWithToken, testRollingUpdatePerformance, testRollingUpdateWithOverlap, testRollingUpdateWithOverlapAndParallelism, testStopDeploymentGroup, testStoppedJob, testSuccessJsonOutput, undeploy, verifyCanDeployOnSeveralHosts, waitForMasterToBeFullyUp, write, zooKeeperTestManager]"
"E:\project-DataSets20240920\helios","[15d5de67ced7ab8de15e8ff8d74006acf6ca5133, 2d5998e209ad71abfa34d11bfd89f19a845f0c44, c064cf0d5d00b8594823e5bf951259075854ab4a, f5ca2fed1af3b713111d3c621529405737e06150]","[[helios-services/src/main/java/com/spotify/helios/master/metrics/TotalHealthCheckGauge.java|RENAME_ATTRIBUTE, helios-services/src/main/java/com/spotify/helios/master/metrics/TotalHealthCheckGauge.java|RENAME_PARAMETER], NO_NOISE, [helios-services/src/main/java/com/spotify/helios/agent/BindVolumeContainerDecorator.java|EXTRACT_VARIABLE, helios-services/src/main/java/com/spotify/helios/agent/BindVolumeContainerDecorator.java|INVERT_CONDITION, helios-services/src/main/java/com/spotify/helios/agent/NoOpContainerDecorator.java|RENAME_PARAMETER, helios-services/src/main/java/com/spotify/helios/agent/PollingDockerClient.java|RENAME_PARAMETER, helios-services/src/main/java/com/spotify/helios/agent/SignalAwaitingService.java|RENAME_ATTRIBUTE, helios-services/src/main/java/com/spotify/helios/agent/SignalAwaitingService.java|RENAME_PARAMETER, helios-services/src/main/java/com/spotify/helios/master/resources/VersionResource.java|INVERT_CONDITION, helios-services/src/main/java/com/spotify/helios/rollingupdate/RollingUndeployPlanner.java|RENAME_PARAMETER, helios-services/src/main/java/com/spotify/helios/servicescommon/CommonConfiguration.java|RENAME_PARAMETER, helios-services/src/main/java/com/spotify/helios/servicescommon/DefaultReactor.java|RENAME_ATTRIBUTE, helios-services/src/main/java/com/spotify/helios/servicescommon/DefaultReactor.java|RENAME_PARAMETER, helios-services/src/main/java/com/spotify/helios/servicescommon/coordination/Check.java|EXTRACT_VARIABLE, helios-services/src/main/java/com/spotify/helios/servicescommon/statistics/MeterRates.java|RENAME_ATTRIBUTE, helios-services/src/main/java/com/spotify/helios/servicescommon/statistics/MeterRates.java|RENAME_PARAMETER, helios-services/src/main/java/com/spotify/helios/servicescommon/statistics/NoopMasterMetrics.java|RENAME_PARAMETER]]","[BindVolumeContainerDecorator, Check, DefaultReactor, HostInfoReporter, MeterRates, RollingUndeployPlanner, SignalAwaitingService, TaskConfig, TotalHealthCheckGauge, addDeploymentGroup, addJob, allowHostChange, assertTaskExists, beforeIteration, binds, checkException, checkHostUp, containerConfig, containerEnv, containerEnvStrings, containerPort, decorateHostConfig, deployJobRetry, dockerVersion, emitEvents, endpointHealthCheck, equals, getDeployment, getDeploymentGroupStatus, getDeploymentGroupTasks, getEnvironment, getFifteenMinuteRate, getFiveMinuteRate, getHostStatus, getInitRollingUpdateOps, getJob, getJobCreation, getJobHistory, getJobStatus, getJobs, getKafkaBrokers, getOneMinuteRate, getPubsubPrefixes, getRunningMasters, getTaskStatus, getTaskStatuses, getTasks, getValue, hashCode, hostConfig, isValidBind, listHostJobs, listHosts, listJobHosts, namespace, of, plan, portBindings, processRollingUpdateTask, redundantUndeployment, register, registration, removeDeploymentGroup, removeJob, removedHosts, rollingUpdate, rollingUpdateAwaitRunning, rollingUpdateAwaitUndeployed, rollingUpdateDeploy, rollingUpdateMarkUndeployed, rollingUpdateStep, rollingUpdateTimedoutError, rollingUpdateUndeploy, rolloutOptionsWithFallback, rolloutTasks, run, runOneIteration, schedule, setKafkaBrokers, setPubsubPrefixes, signal, signalRunnable, staticPorts, stopDeploymentGroup, toString, tryGetEntity, undeployJob, updateDeployment, updateDeploymentGroupHosts, updateOnHostChange, version, versionCheck, volumes]"
"E:\project-DataSets20240920\helios","[11c8432dc693791140bc0aac7822c9639e54a465, 15d5de67ced7ab8de15e8ff8d74006acf6ca5133, 38a93d4c2d098780f1d2afc353697e1752306ae4, 597cfcc2197e5b69fced91811dc1eafcc582433b]","[[helios-service-registration/src/main/java/com/spotify/helios/serviceregistration/NopServiceRegistrar.java|RENAME_PARAMETER], [helios-service-registration/src/main/java/com/spotify/helios/serviceregistration/NopServiceRegistrar.java|RENAME_PARAMETER], [helios-service-registration/src/main/java/com/spotify/helios/serviceregistration/NopServiceRegistrar.java|RENAME_PARAMETER]]","[register, unregister]"
"E:\project-DataSets20240920\helios","[38a93d4c2d098780f1d2afc353697e1752306ae4, 637a42cdc0338c685772fab88d6fc734ffdcbf88, b1ab98ef0dc90d0f3542a3e28d351baebe4cdd64, ba1bf631def309801aaa4166c49bae8ac352aaf0]","[[helios-service-registration/src/main/java/com/spotify/helios/serviceregistration/NopServiceRegistrar.java|RENAME_PARAMETER], [helios-service-registration/src/main/java/com/spotify/helios/serviceregistration/NopServiceRegistrar.java|RENAME_PARAMETER], [helios-service-registration/src/main/java/com/spotify/helios/serviceregistration/NopServiceRegistrar.java|RENAME_PARAMETER]]","[close, register, unregister]"
"E:\project-DataSets20240920\helios","[08fa4fa9a2d2c78d156b78dca06aca9ab90376ea, 3cf5a4f60bfa669c239cdbfe18e3db90a9426ab9, 637a42cdc0338c685772fab88d6fc734ffdcbf88, 88e2836e4cf347fa270e559c4b1bfdb63847d75f]","[NO_NOISE, NO_NOISE, NO_NOISE]","[Endpoint, EndpointHealthCheck, equals]"
"E:\project-DataSets20240920\helios","[3cf5a4f60bfa669c239cdbfe18e3db90a9426ab9, 66624268c3cfb31d512e9b8828f7dc77dd3ef233, b43d20eb8981557326ecdd106b80c54a20deeab1, d83690079cb8c11ab7c402b8ff8a1e44cd5a082f]","[NO_NOISE, NO_NOISE, [helios-service-registration/src/main/java/com/spotify/helios/serviceregistration/NopServiceRegistrarFactory.java|RENAME_PARAMETER, helios-service-registration/src/main/java/com/spotify/helios/serviceregistration/ServiceRegistrar.java|RENAME_PARAMETER, helios-service-registration/src/main/java/com/spotify/helios/serviceregistration/ServiceRegistrarLoadingException.java|RENAME_PARAMETER, helios-service-registration/src/main/java/com/spotify/helios/serviceregistration/ServiceRegistration.java|EXTRACT_VARIABLE, helios-service-registration/src/main/java/com/spotify/helios/serviceregistration/ServiceRegistration.java|RENAME_ATTRIBUTE, helios-service-registration/src/main/java/com/spotify/helios/serviceregistration/ServiceRegistration.java|RENAME_PARAMETER]]","[Endpoint, ServiceRegistrarLoadingException, ServiceRegistration, close, create, createForDomain, endpoint, equals, getEndpoints, load, newBuilder, pluginClassLoader, register, unregister]"
"E:\project-DataSets20240920\helios","[307f443aec6aeb18ec9672a777569c46d358d732, 30db6e496b5872e9fb9d6065900440e9a1834be8, b43d20eb8981557326ecdd106b80c54a20deeab1, e5e33e18b2d0d4e1ddf5808ec230e3ef7885b2e7]","[NO_NOISE, NO_NOISE, NO_NOISE]","[equals, hashCode, toString]"
"E:\project-DataSets20240920\helios","[196807bd47d59324d82a746914ab1a27aa52a27d, 307f443aec6aeb18ec9672a777569c46d358d732, a31b761eefc93d22b3ac74a643b1311ae1c94aee, f7417d3f823d3508208ba7d1fdb3ab68ba1b7bbc]","[NO_NOISE, NO_NOISE, NO_NOISE]","[equals, hashCode]"
"E:\project-DataSets20240920\helios","[781b4cd697de72e157dc47f67810fbbfe31bfb45, a478e7e579f4492f3c0e06af2074672fc2625393, b4c553caff889cf0794c6e6725cd452db63c9da6, f7417d3f823d3508208ba7d1fdb3ab68ba1b7bbc]","[NO_NOISE, NO_NOISE, NO_NOISE]","[equals, hashCode]"
"E:\project-DataSets20240920\helios","[3df7f005be63ec8c2229be92cfb581f0d1e0f519, 781b4cd697de72e157dc47f67810fbbfe31bfb45, b6ad77883fc176295d15120e3b8f8e999575b079, e43f014660a31a93d5cf1443b8d9bfb20ce9381d]","[NO_NOISE, NO_NOISE, NO_NOISE]","[equals, hashCode]"
"E:\project-DataSets20240920\helios","[7e42382fcfcec764060f491869adfb128675221e, 9c783d562f3bc06d88d09476a928684e4f3f99d0, c73ab4523d31bc1475bbe48e49061f736fe2c32b, e43f014660a31a93d5cf1443b8d9bfb20ce9381d]","[NO_NOISE, NO_NOISE, NO_NOISE]","[equals, hashCode]"
"E:\project-DataSets20240920\helios","[2aa85a56eae71b9f3d8fa68b597f02c107627245, 70999680bd0c079541ccf4cc3085b6688a315a31, 899480c4827b336f064916e6870e141cfdb6cbea, 9c783d562f3bc06d88d09476a928684e4f3f99d0]","[NO_NOISE, [helios-client/src/main/java/com/spotify/helios/common/descriptors/DeploymentGroup.java|RENAME_VARIABLE], NO_NOISE]","[equals, hashCode]"
"E:\project-DataSets20240920\helios","[39d1d71f8d50c21248be7fd9f5eb6d62199a9ee5, 70999680bd0c079541ccf4cc3085b6688a315a31, e50d14c902af2034ce6884640f9e529138abbc3e, fc1a983cf433229c47e50ae120cc16f0864d599c]","[[helios-client/src/main/java/com/spotify/helios/common/descriptors/DeploymentGroup.java|EXTRACT_VARIABLE], NO_NOISE, NO_NOISE]","[equals]"
